id,name,address,symbol,chain,gecko_id,audits,cmcId,category,chains,oracles,slug,tvl,fdv,mcap,R_ExtractDate
1796,Poly Network,,-,Multi-Chain,,2,,Bridge,"['Ethereum', 'Binance', 'NEO', 'Heco', 'Ontology', 'Neo3', 'Polygon', 'Arbitrum', 'Fantom', 'Optimism', 'OKExChain', 'Metis', 'Boba', 'Kava', 'xDai', 'Avalanche', 'Starcoin', 'Harmony', 'Carbon', 'CLV', 'Oasis', 'Pallete', 'Celo', 'Zilliqa', 'Hoo', 'Kucoin', 'Bytomsidechain']",[],poly-network,342414979.39,,,2022-07-23
484,Marinade Finance,solana:MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,MNDE,Solana,marinade,2,13803,Liquid Staking,['Solana'],,marinade-finance,326349367.90172607,47379233.0,6046514.0,2022-07-23
340,Olympus DAO,0x383518188c0c6d7730d91b2c03a03c837814a899,OHM,Ethereum,olympus,2,9067,Reserve Currency,['Ethereum'],,olympus-dao,322610474.1033605,389852835.0,363434312.0,2022-07-23
326,Beefy Finance,bsc:0xca3f508b8e4dd382ee878a314789373d80a5190a,BIFI,Multi-Chain,beefy-finance,2,7311,Yield Aggregator,"['Polygon', 'Fantom', 'Binance', 'Avalanche', 'Arbitrum', 'Optimism', 'Cronos', 'Moonbeam', 'Moonriver', 'Metis', 'Fuse', 'Aurora', 'Oasis', 'Harmony', 'Heco', 'Celo']",,beefy-finance,300321742.5689575,33736893.0,33736893.0,2022-07-23
458,Solend,solana:SLNDpmoWTVADgEdndyvWzroNL7zSi1dF9PC3xHGtPwp,SLND,Solana,solend,2,13524,Lending,['Solana'],['Pyth'],solend,294032244.2583656,69612216.0,14784817.0,2022-07-23
951,Pando,,-,Mixin,,2,,Dexes,['Mixin'],,pando,279501714.11,,,2022-07-23
1115,Tectonic,cronos:0xeAdf7c01DA7E93FdB5f16B0aa9ee85f978e89E95,TONIC,Cronos,tectonic,2,16430,Lending,['Cronos'],,tectonic,262531263.70277876,59382742.0,10662511.0,2022-07-23
373,BiSwap,bsc:0x965f527d9159dce6288a2219db51fc6eef120dd1,BSW,Binance,biswap,2,10746,Dexes,['Binance'],,biswap,255085129.33403593,235698002.0,99846717.0,2022-07-23
145,Serum,,SRM,Solana,serum,,6187,Dexes,['Solana'],,serum,251196635.55112144,10014947680.0,367423994.0,2022-07-23
1918,Aura,0xc0c293ce456ff0ed870add98a0828dd4d2903dbf,AURA,Ethereum,aura-finance,2,,Yield,['Ethereum'],[],aura,249304199.000275,273617247.0,20407814.0,2022-07-23
129,xDAI Stake Bridge,0x0Ae055097C6d159879521C384F1D2123D1f195e6,STAKE,Ethereum,xdai-stake,2,5601,Chain,['Ethereum'],,xdai-stake-bridge,246894983.58201268,39925093.0,8433978.0,2022-07-23
467,Benqi Lending,avax:0x8729438eb15e2c8b576fcc6aecda6a148776c0f5,QI,Avalanche,benqi,2,9288,Lending,['Avalanche'],['Chainlink'],benqi-lending,243906237.41128877,112937483.0,41744134.0,2022-07-23
