id,name,address,symbol,chain,gecko_id,audits,cmcId,category,chains,oracles,slug,tvl,fdv,mcap,R_ExtractDate
119,SushiSwap,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,Multi-Chain,sushi,3,6758,Dexes,"['Ethereum', 'Polygon', 'Avalanche', 'xDai', 'Arbitrum', 'Harmony', 'Fantom', 'Celo', 'Moonriver', 'Binance', 'Fuse', 'Telos', 'OKExChain', 'Heco', 'Palm']",[],sushiswap,633845084.547397,334969201.0,258313852.0,2022-07-23
144,dYdX,0x92d6c1e31e14520e676a687f0a93788b716beff5,DYDX,Ethereum,dydx,,11156,Derivatives,['Ethereum'],['Chainlink'],dydx,571608013.1227099,2203738534.0,247081171.0,2022-07-23
278,Ankr,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,ANKR,Multi-Chain,ankr,2,3783,Liquid Staking,"['Ethereum', 'Binance', 'Avalanche', 'Fantom', 'Polkadot', 'Kusama']",,ankr,100701914.99341589,291519102.0,237964109.0,2022-07-23
214,Raydium,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,Solana,raydium,0,8526,Dexes,['Solana'],,raydium,225081048.8058724,468605072.0,224446149.0,2022-07-23
337,GMX,arbitrum:0xfc5A1A6EB076a2C7aD06eD22C90d7E710E35ad0a,GMX,Multi-Chain,gmx,2,11857,Derivatives,"['Arbitrum', 'Avalanche']",,gmx,197608758.98864257,371809131.0,220236454.0,2022-07-23
1229,LooksRare,0xf4d2888d29D722226FafA5d9B24F9164c092421E,LOOKS,Ethereum,looksrare,2,17081,NFT Marketplace,['Ethereum'],,looksrare,0.0,397566296.0,216612633.0,2022-07-23
113,Yearn Finance,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,YFI,Multi-Chain,yearn-finance,1,5864,Yield Aggregator,"['Ethereum', 'Fantom', 'Arbitrum']",,yearn-finance,588703687.8549441,241912467.0,208439040.0,2022-07-23
245,Secret Network,-,SCRT,Secret,secret,0,5604,Chain,['Secret'],,secret-network,14725125.751988081,,205608724.0,2022-07-23
237,Swipe,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,SXP,Multi-Chain,swipe,2,4279,Dexes,"['Binance', 'Ethereum']","['Chainlink', 'Band']",swipe,1633934.1066490856,,204947782.0,2022-07-23
657,Synapse,0x0f2d719407fdbeff09d87557abb7232601fd9f29,SYN,Multi-Chain,synapse-2,0,12147,Dexes,"['Ethereum', 'Arbitrum', 'Avalanche', 'Binance', 'Polygon', 'Fantom', 'Harmony', 'Metis', 'Optimism', 'Aurora', 'Klaytn', 'Cronos', 'Moonriver', 'Boba', 'Terra', 'Moonbeam']",,synapse,193243501.17913663,270870948.0,201267015.0,2022-07-23
1461,WOOFi,bsc:0x4691937a7508860f876c9c0a2a617e7d9e945d4b,WOO,Multi-Chain,woo-network,2,1289,Dexes,"['Avalanche', 'Binance', 'Fantom']",['Chainlink'],woofi,1677212.02836993,555014419.0,198662256.0,2022-07-23
116,Balancer,0xba100000625a3754423978a60c9317c58a424e3d,BAL,Multi-Chain,balancer,2,5728,Dexes,"['Ethereum', 'Polygon', 'Arbitrum']",,balancer,1439463825.1764088,537445794.0,195828743.0,2022-07-23
141,Outcome Finance,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,UMA,Multi-Chain,uma,2,5617,Synthetics,"['Ethereum', 'Polygon', 'Boba']",['UMA'],outcome-finance,15330385.156423464,288194808.0,180006112.0,2022-07-23
131,BarnBridge,0x0391D2021f89DC339F60Fff84546EA23E337750f,BOND,Multi-Chain,barnbridge,2,7440,Yield Aggregator,"['Ethereum', 'Polygon', 'Optimism', 'Arbitrum', 'Avalanche', 'Binance']",['Chainlink'],barnbridge,3170656.317554938,231703430.0,164096077.0,2022-07-23
921,DAO Maker,0x0f51bb10119727a7e5ea3538074fb341f56b09ad,DAO,Multi-Chain,dao-maker,2,8420,Services,"['Binance', 'Ethereum', 'Celo', 'Polygon', 'Fantom']",,dao-maker,7800428.00646752,451660487.0,158170030.0,2022-07-23
117,RenVM,0x408e41876cccdc0f92210600ef50372656052a38,REN,Multi-Chain,republic-protocol,2,2539,Bridge,"['Ethereum', 'Arbitrum', 'Solana', 'Polygon', 'Fantom', 'Binance', 'Avalanche']",[],renvm,143254624.8940894,144391305.0,144391305.0,2022-07-23
831,VVS Finance,cronos:0x2D03bECE6747ADC00E1a131BBA1469C15fD11e03,VVS,Cronos,vvs-finance,2,14519,Dexes,['Cronos'],,vvs-finance,715420308.892083,673940489.0,140824908.0,2022-07-23
851,Nest Protocol,0x04abeda201850ac0124161f037efd70c74ddc74c,NEST,Multi-Chain,nest,0,5841,Oracle,"['Binance', 'Ethereum', 'Kucoin', 'Polygon']",['Nest'],nest-protocol,230704.987500738,337489326.0,132476355.0,2022-07-23
